,content,target
2153,"Suspension of products makes listing on your portal unfriendly cause at times we really not sure which catagory is correct and you keep on suspending, even if I moved my products under miscellaneous still not right, very disturbing...",0
2154,"bad experience my first buy in shoppe bot 3 items & paid one seller told me no stock & cancel my order another seller I bit 2 items & only deliver 1, when I chat only then told me another item no stock. I asked for refund, replied me ok but no refund receive",0
2155,Only credit card,0
2156,It's good to shop at ShopeeSg. But the seller keep on missed out the items which I order when delivered. Time already wasted. The items was not sent.,0
2157,a few shops somehow have the issue of after payment then say no stock . im s9 not happy abt it. and still can ask me go buy something again . wth is thissss,0
2158,longtime supporter of shopee and just learnt that they block me from the referral system. Cmon I am innocent,0
2159,Search function useless.,0
2160,how to change the price of my shoppe dollar amount how to change into a piso,0
2161,can i pay cash?,0
2162,Can't do the payment,0
2163,bkit dollar ung price nio pwd pi b gawing peso ung price n nklgy,0
2164,how to sign in or log in ?,0
2165,long time installing,0
2166,A bad experience has changed my rating from 5 to 2 stars. Should improve refund process by arranging courier to pick up item from customer home if item is damaged/wrong. Most customers will just accept the damaged items because of lengthy & inconvenient return/refund process which is unfair to them as it is seller's fault.,0
2167,Annoying,0
2168,"I am using Huawei P30 pro, the app interface has many buttons cannot function. I cannot add to cart, buy now. Sometimes the home page is zoomed size n not fit to the app view. It's been a while.. Hope the app can let Huawei P30 Pro user has more comfortable views..",0
2169,Good,0
2170,"Bakit po, hindi sya nakaka detect ng postal code, tapos yung mga prices po is dollars so hindi ko po malaman kung magkano nag babayaran ko please paki ayos po nito..",0
2171,Shopee again you app is too lack. After the update the app seem to be slow and very lagging. Please do something.,0
2172,Good,0
2173,Dkmm shopee bắt như lol,0
2174,Very slow,0
2175,Good,0
2176,Very buggy!,0
2177,Apps server down? After update cant detect my save address after trying to check out.. Shows server error.. Pls rectify,0
2178,"Seller POV - I had listings disappearing suddenly - I didn't delete them, nor was I notified of any potential violations of ToC. Not only did I have to replace them, I lost the sale count & reviews for my products that can help buyers & my business. Buyer POV - my dad needed help buying from Shopee. Being overseas, I logged into his acc using my phone & Shopee immediately flagged his account as 'suspicious' so his acc now cannot use referral coupons for his 1st purchase. same happened to mum..",0
2179,"9.9 such a great shopping event but terrible server issues. I could not even checkout anything, gave up when I can't buy anything. At least I could get something on other platforms",0
2180,Please tell us what happened to the app. It logged out suddenly and now I have difficulty logging back in. I have an order to track and to receive but now I am not able to track it!,0
2181,"I confirmed my order and it's gone now. I was transferring paying via bank transfer and i pressed "" i dont have a receipt, I'll upload later"". Now, my order is gone. Super unsatisfied. PLEASE Help me ASAP",0
2182,First time purchase at shopee and not able to see my order status cause the app not able to log in.I have already paid and not sure my order in process.,0
2183,"After updating, it takes very very very long to even load the page. For example, i clicked on Laneige official store and waited for a good 15mins and it is still loading. If the loading speed is going to continue to be so long, i don't think i will continue using",0
2184,Cannot search. Something wrong with this and keep loading. Pls fix it,0
2185,When i add my cupon code and it stated as applied but when i continue to checkout it did not minus off the amount that should be discounted.🤷🏻‍♀️,0
2186,App suddenly stopped working and I can't log in!,0
2187,There is error in the shaking part pls deal with it,0
2188,"Just when Im gg to pay for my $0.99 deals, Shoppee could not display my cart! My long list in cart is gone!",0
